Int32;Int32;;
735591354;735591354;Да;ИСТИНА
735798024;735798024;Да;ИСТИНА
735990164;735990164;Да;ИСТИНА
736542332;736542332;Да;ИСТИНА
737809697;737809697;Да;ИСТИНА
738258757;738258757;Да;ИСТИНА
739300090;739300090;Да;ИСТИНА
739586027;739586027;Да;ИСТИНА
741070215;741070215;Да;ИСТИНА
741125565;741125565;Да;ИСТИНА
742541086;742541086;Да;ИСТИНА
743057746;743057746;Да;ИСТИНА
743173594;743173594;Да;ИСТИНА
743918278;743918278;Да;ИСТИНА
743961054;743961054;Да;ИСТИНА
745336344;745336344;Да;ИСТИНА
745607574;745607574;Да;ИСТИНА
747273594;747273594;Да;ИСТИНА
747781138;747781138;Да;ИСТИНА
751486249;751486249;Да;ИСТИНА
751604302;751604302;Да;ИСТИНА
752283423;752283423;Да;ИСТИНА
753082737;753082737;Да;ИСТИНА
754473025;754473025;Да;ИСТИНА
757220077;757220077;Да;ИСТИНА
758310349;758310349;Да;ИСТИНА
758496122;758496122;Да;ИСТИНА
760222717;760222717;Да;ИСТИНА
760634464;760634464;Да;ИСТИНА
761350384;761350384;Да;ИСТИНА
761494302;761494302;Да;ИСТИНА
762339095;762339095;Да;ИСТИНА
762863315;762863315;Да;ИСТИНА
762996218;762996218;Да;ИСТИНА
764332809;764332809;Да;ИСТИНА
764804987;764804987;Да;ИСТИНА
764875833;764875833;Да;ИСТИНА
765602869;765602869;Да;ИСТИНА
766583307;766583307;Да;ИСТИНА
766794748;766794748;Да;ИСТИНА
767697008;767697008;Да;ИСТИНА
768049268;768049268;Да;ИСТИНА
768621010;768621010;Да;ИСТИНА
769394043;769394043;Да;ИСТИНА
769562343;769562343;Да;ИСТИНА
769833539;769833539;Да;ИСТИНА
770079269;770079269;Да;ИСТИНА
770471788;770471788;Да;ИСТИНА
770535062;770535062;Да;ИСТИНА
771585822;771585822;Да;ИСТИНА
772199825;772199825;Да;ИСТИНА
772718775;772718775;Да;ИСТИНА
773822447;773822447;Да;ИСТИНА
774590807;774590807;Да;ИСТИНА
775176168;775176168;Да;ИСТИНА
775657100;775657100;Да;ИСТИНА
775762367;775762367;Да;ИСТИНА
778053840;778053840;Да;ИСТИНА
778321204;778321204;Да;ИСТИНА
779023302;779023302;Да;ИСТИНА
779433412;779433412;Да;ИСТИНА
779690810;779690810;Да;ИСТИНА
780428276;780428276;Да;ИСТИНА
780475809;780475809;Да;ИСТИНА
780845760;780845760;Да;ИСТИНА
781750852;781750852;Да;ИСТИНА
783222510;783222510;Да;ИСТИНА
783320975;783320975;Да;ИСТИНА
784386099;784386099;Да;ИСТИНА
784745441;784745441;Да;ИСТИНА
785516471;785516471;Да;ИСТИНА
789146934;789146934;Да;ИСТИНА
789326948;789326948;Да;ИСТИНА
789388537;789388537;Да;ИСТИНА
789552147;789552147;Да;ИСТИНА
790722088;790722088;Да;ИСТИНА
791702706;791702706;Да;ИСТИНА
794232032;794232032;Да;ИСТИНА
794668102;794668102;Да;ИСТИНА
794865504;794865504;Да;ИСТИНА
795368478;795368478;Да;ИСТИНА
795406964;795406964;Да;ИСТИНА
795637638;795637638;Да;ИСТИНА
795900646;795900646;Да;ИСТИНА
796252402;796252402;Да;ИСТИНА
796912935;796912935;Да;ИСТИНА
796922399;796922399;Да;ИСТИНА
797526541;797526541;Да;ИСТИНА
797914207;797914207;Да;ИСТИНА
799269114;799269114;Да;ИСТИНА
800438393;800438393;Да;ИСТИНА
800811091;800811091;Да;ИСТИНА
801633681;801633681;Да;ИСТИНА
804120268;804120268;Да;ИСТИНА
804455826;804455826;Да;ИСТИНА
805098688;805098688;Да;ИСТИНА
805243686;805243686;Да;ИСТИНА
805397026;805397026;Да;ИСТИНА
805644105;805644105;Да;ИСТИНА
805873620;805873620;Да;ИСТИНА
806503715;806503715;Да;ИСТИНА
806712922;806712922;Да;ИСТИНА
808199742;808199742;Да;ИСТИНА
809439265;809439265;Да;ИСТИНА
809674352;809674352;Да;ИСТИНА
809858695;809858695;Да;ИСТИНА
812059085;812059085;Да;ИСТИНА
812194092;812194092;Да;ИСТИНА
812378755;812378755;Да;ИСТИНА
814180386;814180386;Да;ИСТИНА
815250224;815250224;Да;ИСТИНА
815465956;815465956;Да;ИСТИНА
815650891;815650891;Да;ИСТИНА
815925970;815925970;Да;ИСТИНА
816091415;816091415;Да;ИСТИНА
816256197;816256197;Да;ИСТИНА
818911103;818911103;Да;ИСТИНА
818983316;818983316;Да;ИСТИНА
819154628;819154628;Да;ИСТИНА
819241646;819241646;Да;ИСТИНА
819446481;819446481;Да;ИСТИНА
820659580;820659580;Да;ИСТИНА
821684921;821684921;Да;ИСТИНА
822592886;822592886;Да;ИСТИНА
822867782;822867782;Да;ИСТИНА
822998527;822998527;Да;ИСТИНА
823185500;823185500;Да;ИСТИНА
823456573;823456573;Да;ИСТИНА
823961790;823961790;Да;ИСТИНА
824514252;824514252;Да;ИСТИНА
825011308;825011308;Да;ИСТИНА
825084452;825084452;Да;ИСТИНА
825759259;825759259;Да;ИСТИНА
826666170;826666170;Да;ИСТИНА
826720802;826720802;Да;ИСТИНА
827625590;827625590;Да;ИСТИНА
827720813;827720813;Да;ИСТИНА
829936756;829936756;Да;ИСТИНА
830756824;830756824;Да;ИСТИНА
830934599;830934599;Да;ИСТИНА
831867076;831867076;Да;ИСТИНА
831986279;831986279;Да;ИСТИНА
833254802;833254802;Да;ИСТИНА
835719915;835719915;Да;ИСТИНА
835895410;835895410;Да;ИСТИНА
836487467;836487467;Да;ИСТИНА
836856830;836856830;Да;ИСТИНА
839821753;839821753;Да;ИСТИНА
839996128;839996128;Да;ИСТИНА
841991720;841991720;Да;ИСТИНА
842220922;842220922;Да;ИСТИНА
842528780;842528780;Да;ИСТИНА
844532312;844532312;Да;ИСТИНА
844698378;844698378;Да;ИСТИНА
845576057;845576057;Да;ИСТИНА
845988733;845988733;Да;ИСТИНА
846182889;846182889;Да;ИСТИНА
846659853;846659853;Да;ИСТИНА
849220929;849220929;Да;ИСТИНА
850110864;850110864;Да;ИСТИНА
851241683;851241683;Да;ИСТИНА
851320694;851320694;Да;ИСТИНА
853588577;853588577;Да;ИСТИНА
854946051;854946051;Да;ИСТИНА
856387359;856387359;Да;ИСТИНА
856707841;856707841;Да;ИСТИНА
856875141;856875141;Да;ИСТИНА
857290123;857290123;Да;ИСТИНА
858750768;858750768;Да;ИСТИНА
861091939;861091939;Да;ИСТИНА
861663868;861663868;Да;ИСТИНА
865447115;865447115;Да;ИСТИНА
865775711;865775711;Да;ИСТИНА
866602863;866602863;Да;ИСТИНА
867029085;867029085;Да;ИСТИНА
868448661;868448661;Да;ИСТИНА
869701659;869701659;Да;ИСТИНА
870761474;870761474;Да;ИСТИНА
871060189;871060189;Да;ИСТИНА
871358512;871358512;Да;ИСТИНА
871666065;871666065;Да;ИСТИНА
871873363;871873363;Да;ИСТИНА
872503153;872503153;Да;ИСТИНА
873038686;873038686;Да;ИСТИНА
873257564;873257564;Да;ИСТИНА
874561189;874561189;Да;ИСТИНА
875161623;875161623;Да;ИСТИНА
875326277;875326277;Да;ИСТИНА
875915109;875915109;Да;ИСТИНА
876149998;876149998;Да;ИСТИНА
877262177;877262177;Да;ИСТИНА
877770024;877770024;Да;ИСТИНА
877988989;877988989;Да;ИСТИНА
879460048;879460048;Да;ИСТИНА
880715133;880715133;Да;ИСТИНА
882052698;882052698;Да;ИСТИНА
882623968;882623968;Да;ИСТИНА
882641249;882641249;Да;ИСТИНА
883979571;883979571;Да;ИСТИНА
888436714;888436714;Да;ИСТИНА
888970838;888970838;Да;ИСТИНА
889479558;889479558;Да;ИСТИНА
889665467;889665467;Да;ИСТИНА
890116626;890116626;Да;ИСТИНА
890208124;890208124;Да;ИСТИНА
891275790;891275790;Да;ИСТИНА
892260478;892260478;Да;ИСТИНА
893459932;893459932;Да;ИСТИНА
893820016;893820016;Да;ИСТИНА
894091403;894091403;Да;ИСТИНА
896370431;896370431;Да;ИСТИНА
896731452;896731452;Да;ИСТИНА
898162857;898162857;Да;ИСТИНА
898906285;898906285;Да;ИСТИНА
899583762;899583762;Да;ИСТИНА
900876359;900876359;Да;ИСТИНА
901430465;901430465;Да;ИСТИНА
901818201;901818201;Да;ИСТИНА
902177807;902177807;Да;ИСТИНА
903379727;903379727;Да;ИСТИНА
905102229;905102229;Да;ИСТИНА
906767265;906767265;Да;ИСТИНА
906948446;906948446;Да;ИСТИНА
907038235;907038235;Да;ИСТИНА
908416311;908416311;Да;ИСТИНА
909320606;909320606;Да;ИСТИНА
909871825;909871825;Да;ИСТИНА
910687626;910687626;Да;ИСТИНА
910881993;910881993;Да;ИСТИНА
910991308;910991308;Да;ИСТИНА
911272960;911272960;Да;ИСТИНА
911274212;911274212;Да;ИСТИНА
911370774;911370774;Да;ИСТИНА
911378621;911378621;Да;ИСТИНА
911712289;911712289;Да;ИСТИНА
911777482;911777482;Да;ИСТИНА
912042298;912042298;Да;ИСТИНА
912366831;912366831;Да;ИСТИНА
912825676;912825676;Да;ИСТИНА
913394286;913394286;Да;ИСТИНА
913780596;913780596;Да;ИСТИНА
914127866;914127866;Да;ИСТИНА
914191830;914191830;Да;ИСТИНА
914411960;914411960;Да;ИСТИНА
914511337;914511337;Да;ИСТИНА
915569995;915569995;Да;ИСТИНА
915766922;915766922;Да;ИСТИНА
917314070;917314070;Да;ИСТИНА
918073091;918073091;Да;ИСТИНА
918188736;918188736;Да;ИСТИНА
919209306;919209306;Да;ИСТИНА
919602724;919602724;Да;ИСТИНА
919752754;919752754;Да;ИСТИНА
921068100;921068100;Да;ИСТИНА
921175287;921175287;Да;ИСТИНА
921726149;921726149;Да;ИСТИНА
922880632;922880632;Да;ИСТИНА
923698897;923698897;Да;ИСТИНА
925703583;925703583;Да;ИСТИНА
927183965;927183965;Да;ИСТИНА
927195765;927195765;Да;ИСТИНА
927842194;927842194;Да;ИСТИНА
927967206;927967206;Да;ИСТИНА
931760475;931760475;Да;ИСТИНА
931867027;931867027;Да;ИСТИНА
931970906;931970906;Да;ИСТИНА
932581303;932581303;Да;ИСТИНА
933005917;933005917;Да;ИСТИНА
933084780;933084780;Да;ИСТИНА
935260690;935260690;Да;ИСТИНА
937244650;937244650;Да;ИСТИНА
937408452;937408452;Да;ИСТИНА
938133548;938133548;Да;ИСТИНА
938667979;938667979;Да;ИСТИНА
939705107;939705107;Да;ИСТИНА
940011762;940011762;Да;ИСТИНА
940626062;940626062;Да;ИСТИНА
943765034;943765034;Да;ИСТИНА
944308060;944308060;Да;ИСТИНА
945060104;945060104;Да;ИСТИНА
946438469;946438469;Да;ИСТИНА
946568208;946568208;Да;ИСТИНА
946741707;946741707;Да;ИСТИНА
947995626;947995626;Да;ИСТИНА
948446456;948446456;Да;ИСТИНА
950131018;950131018;Да;ИСТИНА
950826197;950826197;Да;ИСТИНА
950982481;950982481;Да;ИСТИНА
951156253;951156253;Да;ИСТИНА
952857054;952857054;Да;ИСТИНА
955511873;955511873;Да;ИСТИНА
955619569;955619569;Да;ИСТИНА
956074551;956074551;Да;ИСТИНА
958342303;958342303;Да;ИСТИНА
958477942;958477942;Да;ИСТИНА
958511815;958511815;Да;ИСТИНА
959052048;959052048;Да;ИСТИНА
960093510;960093510;Да;ИСТИНА
960159442;960159442;Да;ИСТИНА
961582727;961582727;Да;ИСТИНА
964329420;964329420;Да;ИСТИНА
965122648;965122648;Да;ИСТИНА
966576237;966576237;Да;ИСТИНА
967348850;967348850;Да;ИСТИНА
967631858;967631858;Да;ИСТИНА
968414382;968414382;Да;ИСТИНА
968995034;968995034;Да;ИСТИНА
969484829;969484829;Да;ИСТИНА
969582418;969582418;Да;ИСТИНА
969848871;969848871;Да;ИСТИНА
969855367;969855367;Да;ИСТИНА
969960990;969960990;Да;ИСТИНА
970310648;970310648;Да;ИСТИНА
970340028;970340028;Да;ИСТИНА
970744509;970744509;Да;ИСТИНА
971035295;971035295;Да;ИСТИНА
971539947;971539947;Да;ИСТИНА
972033058;972033058;Да;ИСТИНА
972275859;972275859;Да;ИСТИНА
972745564;972745564;Да;ИСТИНА
974159147;974159147;Да;ИСТИНА
977034604;977034604;Да;ИСТИНА
978157344;978157344;Да;ИСТИНА
980678009;980678009;Да;ИСТИНА
981266890;981266890;Да;ИСТИНА
981336604;981336604;Да;ИСТИНА
983279897;983279897;Да;ИСТИНА
983525664;983525664;Да;ИСТИНА
983735803;983735803;Да;ИСТИНА
986253988;986253988;Да;ИСТИНА
986419681;986419681;Да;ИСТИНА
986811312;986811312;Да;ИСТИНА
987934109;987934109;Да;ИСТИНА
988308730;988308730;Да;ИСТИНА
990506160;990506160;Да;ИСТИНА
990918855;990918855;Да;ИСТИНА
992762617;992762617;Да;ИСТИНА
992973488;992973488;Да;ИСТИНА
993193318;993193318;Да;ИСТИНА
994629718;994629718;Да;ИСТИНА
994673231;994673231;Да;ИСТИНА
997485378;997485378;Да;ИСТИНА
997933195;997933195;Да;ИСТИНА
998009299;998009299;Да;ИСТИНА
998227952;998227952;Да;ИСТИНА
998978079;998978079;Да;ИСТИНА
999253228;999253228;Да;ИСТИНА
;999253229;;
